CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,TRADED_VAL
FUTSTKCOALINDIA29-AUG-2024,504.2500000,504.2500000,504.2500000,485.0000000,486.0500000,486.0500000,-3.6000000,5425.0000000,6413400.0000000,3054.0000000,3148779060.0000000
FUTSTKABFRL29-AUG-2024,323.7500000,321.9000000,322.0500000,313.0000000,316.8000000,316.8000000,-2.1400000,4388.0000000,7870200.0000000,3027.0000000,2497261780.0000000
FUTSTKHINDCOPPER29-AUG-2024,323.0500000,317.0000000,319.8000000,307.3000000,309.1000000,309.1000000,-4.3100000,2181.0000000,164300.0000000,62.0000000,51347327.5000000
FUTSTKINDUSINDBK26-SEP-2024,1477.5000000,1469.6000000,1469.6500000,1452.2000000,1453.5000000,1453.5000000,-1.6200000,358.0000000,54000.0000000,108.0000000,78690750.0000000
FUTSTKAMBUJACEM25-JUL-2024,691.7000000,691.4500000,691.4500000,671.6500000,677.2500000,677.2500000,-2.0800000,33551.0000000,8070300.0000000,8967.0000000,5484129975.0000000
FUTSTKJINDALSTEL25-JUL-2024,992.1000000,991.0000000,991.0000000,944.2000000,946.0500000,946.0500000,-4.6400000,24440.0000000,5688750.0000000,9102.0000000,5462745906.2500000
FUTSTKHCLTECH26-SEP-2024,1604.9500000,1615.0000000,1622.0000000,1599.7500000,1602.6500000,1602.6500000,-0.1400000,160.0000000,47600.0000000,136.0000000,76718005.0000000
FUTSTKDLF25-JUL-2024,845.6000000,846.8000000,847.8000000,808.8000000,815.2500000,815.2500000,-3.5800000,43378.0000000,11092950.0000000,13446.0000000,9124293213.7500000
FUTSTKDLF26-SEP-2024,851.8000000,850.0000000,850.0000000,815.1500000,821.1000000,821.1000000,-3.6000000,189.0000000,98175.0000000,119.0000000,81161808.7500000
FUTSTKSYNGENE26-SEP-2024,718.4000000,705.0000000,706.3000000,690.0000000,701.6000000,701.6000000,-2.3300000,179.0000000,53000.0000000,53.0000000,37047700.0000000
FUTSTKMRF25-JUL-2024,132584.3500000,131921.0500000,131921.0500000,127244.5000000,127756.0500000,127756.0500000,-3.6400000,11824.0000000,37460.0000000,7492.0000000,4812784020.2500000
FUTSTKMUTHOOTFIN25-JUL-2024,1855.3000000,1858.2000000,1858.2000000,1812.9000000,1842.2500000,1842.2500000,-0.7000000,8801.0000000,1455300.0000000,2646.0000000,2669741580.0000000
FUTSTKMCX26-SEP-2024,4117.5500000,4050.0000000,4050.0000000,3850.0000000,3854.9000000,3854.9000000,-6.3700000,87.0000000,16600.0000000,83.0000000,65202850.0000000
FUTSTKTATASTEEL25-JUL-2024,166.8200000,166.5000000,166.5000000,157.4300000,157.7400000,157.7400000,-5.4400000,39935.0000000,126137000.0000000,22934.0000000,20235912950.0000000
FUTSTKMFSL29-AUG-2024,1043.9500000,1029.2000000,1041.6000000,1014.1000000,1019.0000000,1019.0000000,-2.3800000,438.0000000,400800.0000000,501.0000000,410185160.0000000
FUTSTKVOLTAS25-JUL-2024,1498.3000000,1504.5000000,1509.0000000,1471.1500000,1475.7500000,1475.7500000,-1.5000000,11753.0000000,3040800.0000000,5068.0000000,4517923500.0000000
FUTSTKGLENMARK25-JUL-2024,1411.0000000,1411.6000000,1419.8000000,1383.8000000,1412.5000000,1412.5000000,0.1000000,6473.0000000,1404325.0000000,1937.0000000,1969419507.5000000
FUTSTKTRENT25-JUL-2024,5323.0500000,5256.7500000,5305.9500000,5114.7000000,5166.0000000,5166.0000000,-2.9500000,13412.0000000,1246200.0000000,6231.0000000,6457380050.0000000
FUTSTKEICHERMOT25-JUL-2024,4930.2000000,4900.0000000,4935.0000000,4818.3500000,4830.1500000,4830.1500000,-2.0200000,18947.0000000,888300.0000000,5076.0000000,4303030821.2500000
FUTSTKMRF29-AUG-2024,133289.3000000,132367.0000000,132367.0000000,128000.0000000,128311.9000000,128311.9000000,-3.7300000,2433.0000000,12015.0000000,2403.0000000,1551149967.5000000
FUTSTKINFY25-JUL-2024,1762.1500000,1819.8000000,1836.5000000,1789.1000000,1795.6500000,1795.6500000,1.9000000,104292.0000000,47182000.0000000,117955.0000000,85528281840.0000000
FUTSTKSIEMENS29-AUG-2024,7183.4500000,7150.0000000,7203.0000000,6880.0000000,6892.0500000,6892.0500000,-4.0500000,2524.0000000,361050.0000000,2407.0000000,2526062325.0000000
FUTSTKLTIM29-AUG-2024,5811.2500000,5820.0000000,5928.0000000,5775.0000000,5808.9500000,5808.9500000,-0.0300000,3493.0000000,530550.0000000,3537.0000000,3098298615.0000000
FUTSTKBEL29-AUG-2024,315.8500000,312.2000000,318.7000000,307.1000000,307.9500000,307.9500000,-2.5000000,15468.0000000,25661400.0000000,9004.0000000,7985848770.0000000
FUTSTKCONCOR26-SEP-2024,1053.3500000,1044.2500000,1051.0000000,1019.2000000,1020.2500000,1020.2500000,-3.1400000,226.0000000,86000.0000000,86.0000000,88874600.0000000
FUTSTKACC29-AUG-2024,2712.0500000,2700.0500000,2705.0000000,2614.0000000,2636.2000000,2636.2000000,-2.7900000,2071.0000000,544500.0000000,1815.0000000,1440024570.0000000
FUTSTKHINDALCO25-JUL-2024,691.6500000,690.0500000,690.0500000,658.6500000,662.3000000,662.3000000,-4.2400000,27154.0000000,18636800.0000000,13312.0000000,12458492900.0000000
FUTSTKNMDC25-JUL-2024,241.8800000,241.6900000,241.6900000,227.7900000,228.7000000,228.7000000,-5.4400000,18190.0000000,49086000.0000000,10908.0000000,11405897640.0000000
FUTSTKTATACHEM25-JUL-2024,1061.1500000,1061.5000000,1062.0000000,1037.6000000,1042.8500000,1042.8500000,-1.7200000,16154.0000000,3615700.0000000,6574.0000000,3778736720.0000000
FUTSTKSIEMENS25-JUL-2024,7134.0500000,7117.4500000,7160.7000000,6828.2000000,6847.2000000,6847.2000000,-4.0200000,11813.0000000,935100.0000000,6234.0000000,6491811075.0000000
FUTSTKLTTS25-JUL-2024,4736.8000000,4720.0500000,4984.7000000,4705.0000000,4888.1500000,4888.1500000,3.1900000,10122.0000000,2855500.0000000,28555.0000000,13855370340.0000000
FUTIDXNIFTY29-AUG-2024,24924.1500000,24935.8500000,24950.0000000,24635.2500000,24657.2000000,24657.2000000,-1.0700000,126379.0000000,1807450.0000000,72298.0000000,44761894650.0000000
FUTSTKINDIAMART25-JUL-2024,2928.3500000,2930.5000000,2947.9500000,2785.0000000,2802.3500000,2802.3500000,-4.3000000,5098.0000000,1226400.0000000,4088.0000000,3496950315.0000000
FUTSTKHAVELLS29-AUG-2024,1879.7500000,1888.7000000,1895.0000000,1777.6500000,1782.3500000,1782.3500000,-5.1800000,3474.0000000,1715000.0000000,3430.0000000,3106276025.0000000
FUTSTKAPOLLOTYRE25-JUL-2024,550.9500000,537.0000000,537.0000000,501.8000000,523.2500000,523.2500000,-5.0200000,6349.0000000,22912600.0000000,13478.0000000,11911696680.0000000
FUTSTKUBL26-SEP-2024,2060.3500000,2061.0000000,2061.0000000,2013.0000000,2014.6500000,2014.6500000,-2.2100000,49.0000000,4400.0000000,11.0000000,8957440.0000000
FUTSTKBOSCHLTD26-SEP-2024,35643.5000000,34050.0000000,34050.0000000,33301.0000000,33336.8500000,33336.8500000,-6.4700000,93.0000000,1075.0000000,43.0000000,36302663.7500000
FUTSTKBALRAMCHIN29-AUG-2024,453.5000000,449.0500000,449.5000000,442.0000000,443.1500000,443.1500000,-2.2800000,1470.0000000,51200.0000000,32.0000000,22791360.0000000
FUTSTKUPL29-AUG-2024,563.6500000,560.5000000,563.8000000,544.8500000,545.7000000,545.7000000,-3.1800000,5104.0000000,3361800.0000000,2586.0000000,1855108840.0000000
FUTSTKTATASTEEL26-SEP-2024,169.1700000,168.0400000,168.0400000,159.9100000,160.1000000,160.1000000,-5.3600000,633.0000000,2370500.0000000,431.0000000,385636460.0000000
FUTSTKCONCOR25-JUL-2024,1043.7000000,1043.7000000,1043.7000000,1007.5500000,1011.3500000,1011.3500000,-3.0900000,16680.0000000,5932000.0000000,5932.0000000,6073615250.0000000
FUTSTKBHARTIARTL25-JUL-2024,1483.6000000,1477.5500000,1478.0000000,1455.0000000,1463.0000000,1463.0000000,-1.3800000,78448.0000000,7863625.0000000,16555.0000000,11510710363.7500000
FUTSTKBAJAJFINSV26-SEP-2024,1672.8500000,1670.0000000,1679.0000000,1662.0000000,1662.5500000,1662.5500000,-0.6100000,120.0000000,31500.0000000,63.0000000,52539725.0000000
FUTSTKDRREDDY29-AUG-2024,6682.4000000,6658.6500000,6710.0000000,6604.0000000,6617.6500000,6617.6500000,-0.9600000,4298.0000000,383250.0000000,3066.0000000,2550627293.7500000
FUTSTKUPL25-JUL-2024,560.3500000,559.3000000,560.6000000,541.2000000,542.2000000,542.2000000,-3.2300000,24700.0000000,8802300.0000000,6771.0000000,4829635200.0000000
FUTSTKSRF26-SEP-2024,2428.4500000,2421.6000000,2421.6000000,2359.0000000,2361.0000000,2361.0000000,-2.7700000,108.0000000,7125.0000000,19.0000000,16987687.5000000
FUTSTKCOALINDIA26-SEP-2024,507.1500000,502.0000000,503.7500000,488.6000000,489.1500000,489.1500000,-3.5400000,169.0000000,258300.0000000,123.0000000,127365210.0000000
FUTSTKBOSCHLTD25-JUL-2024,34943.3000000,34986.4000000,34996.7500000,33850.0500000,33973.1500000,33973.1500000,-2.7700000,11041.0000000,54450.0000000,2178.0000000,1861152435.0000000
FUTSTKOFSS29-AUG-2024,11054.8000000,11175.9000000,11231.0000000,10777.0000000,10880.9500000,10880.9500000,-1.5700000,1496.0000000,160300.0000000,1603.0000000,1756992825.0000000
FUTSTKGODREJPROP29-AUG-2024,3379.1500000,3379.1500000,3379.1500000,3250.0500000,3270.5000000,3270.5000000,-3.2100000,1799.0000000,275400.0000000,1224.0000000,908960051.2500000
FUTSTKBHARATFORG26-SEP-2024,1646.7500000,1646.7500000,1650.0000000,1598.0500000,1600.3000000,1600.3000000,-2.8200000,90.0000000,33500.0000000,67.0000000,54350375.0000000
FUTSTKDIVISLAB29-AUG-2024,4596.4500000,4598.4500000,4598.4500000,4503.0000000,4516.9000000,4516.9000000,-1.7300000,1098.0000000,116400.0000000,582.0000000,527955400.0000000
FUTSTKSUNPHARMA26-SEP-2024,1616.6000000,1603.5000000,1605.8500000,1586.8500000,1586.8500000,1586.8500000,-1.8400000,38.0000000,3500.0000000,10.0000000,5600525.0000000
FUTSTKHINDUNILVR26-SEP-2024,2775.0500000,2775.5500000,2779.7500000,2757.8500000,2762.1500000,2762.1500000,-0.4600000,140.0000000,18900.0000000,63.0000000,52322535.0000000
FUTSTKESCORTS29-AUG-2024,4026.4000000,4027.5000000,4049.9500000,3938.1000000,3942.8000000,3942.8000000,-2.0700000,740.0000000,202125.0000000,735.0000000,806687860.0000000
FUTSTKTVSMOTOR29-AUG-2024,2429.2000000,2437.5000000,2437.5000000,2388.5000000,2417.9000000,2417.9000000,-0.4600000,1621.0000000,409150.0000000,1169.0000000,986120187.5000000
FUTSTKASTRAL26-SEP-2024,2281.3500000,2246.9500000,2260.8000000,2234.9500000,2255.4500000,2255.4500000,-1.1300000,41.0000000,8808.0000000,24.0000000,19748710.4000000
FUTSTKGRANULES26-SEP-2024,523.9500000,519.9000000,521.2500000,509.7000000,509.7000000,509.7000000,-2.7100000,41.0000000,42000.0000000,21.0000000,21725800.0000000
FUTSTKM&M29-AUG-2024,2837.8500000,2837.3500000,2840.0000000,2768.0000000,2771.0500000,2771.0500000,-2.3500000,6019.0000000,1241800.0000000,3548.0000000,3469140657.5000000
FUTSTKALKEM29-AUG-2024,5304.1000000,5277.6500000,5280.6000000,5155.6000000,5172.1000000,5172.1000000,-2.4800000,2497.0000000,250700.0000000,2507.0000000,1305613595.0000000
FUTSTKSYNGENE25-JUL-2024,742.2500000,746.4000000,747.6500000,722.3000000,729.4500000,729.4500000,-1.7200000,6666.0000000,4329000.0000000,4329.0000000,3160322600.0000000
FUTSTKM&M26-SEP-2024,2855.4000000,2850.0000000,2854.0000000,2785.1500000,2787.5000000,2787.5000000,-2.3700000,244.0000000,39200.0000000,112.0000000,110635227.5000000
FUTSTKJKCEMENT26-SEP-2024,4434.1500000,4309.0000000,4319.0000000,4225.6500000,4225.6500000,4225.6500000,-4.7000000,23.0000000,1000.0000000,8.0000000,4283512.5000000
FUTSTKABB26-SEP-2024,8012.6500000,8007.2500000,8007.5000000,7720.3000000,7732.6500000,7732.6500000,-3.4900000,104.0000000,5375.0000000,43.0000000,42013862.5000000
FUTSTKCOFORGE25-JUL-2024,5982.1500000,5977.5500000,6095.5000000,5905.2000000,5931.9500000,5931.9500000,-0.8300000,12141.0000000,1236450.0000000,8243.0000000,7414063665.0000000
FUTSTKUNITDSPR29-AUG-2024,1309.7000000,1308.3500000,1324.9000000,1299.0000000,1308.2500000,1308.2500000,-0.1100000,2523.0000000,1512000.0000000,2160.0000000,1986650680.0000000
FUTSTKLTTS26-SEP-2024,4663.9500000,4715.0000000,4847.8500000,4690.0000000,4749.7500000,4749.7500000,1.8300000,457.0000000,40700.0000000,407.0000000,194014815.0000000
FUTSTKPAGEIND29-AUG-2024,39608.9500000,39598.8500000,40091.3000000,39274.5500000,39877.1000000,39877.1000000,0.6700000,2047.0000000,17580.0000000,1172.0000000,698290780.5000000
FUTSTKMCX25-JUL-2024,4082.6500000,4042.0500000,4050.3500000,3801.1000000,3819.4500000,3819.4500000,-6.4400000,10951.0000000,1525600.0000000,7628.0000000,5909082920.0000000
FUTSTKRBLBANK25-JUL-2024,242.9000000,241.5000000,245.5000000,238.0000000,240.4500000,240.4500000,-1.0000000,19573.0000000,2392500.0000000,957.0000000,579264625.0000000
FUTSTKOBEROIRLTY26-SEP-2024,1742.7500000,1725.0000000,1725.0000000,1666.0000000,1690.0000000,1690.0000000,-3.0200000,32.0000000,4900.0000000,7.0000000,8301265.0000000
FUTSTKBANKBARODA29-AUG-2024,258.0000000,258.3000000,259.2000000,250.4000000,252.1000000,252.1000000,-2.2800000,7017.0000000,14689350.0000000,5022.0000000,3738642716.2500000
FUTSTKJSWSTEEL29-AUG-2024,937.6500000,930.2000000,930.4500000,894.4000000,896.3500000,896.3500000,-4.4000000,3613.0000000,3226500.0000000,4780.0000000,2939909006.2500000
FUTSTKCOROMANDEL25-JUL-2024,1598.2000000,1591.8000000,1608.1500000,1560.4000000,1591.8000000,1591.8000000,-0.4000000,5138.0000000,1196300.0000000,1709.0000000,1898263815.0000000
FUTSTKDIXON25-JUL-2024,11989.6500000,11975.0000000,11975.0000000,11241.4500000,11293.6000000,11293.6000000,-5.8000000,18082.0000000,1102400.0000000,11024.0000000,12643807345.0000000
FUTSTKMARICO29-AUG-2024,688.6500000,685.0000000,689.4500000,670.9000000,672.0000000,672.0000000,-2.4100000,1230.0000000,1444800.0000000,1204.0000000,977958240.0000000
FUTSTKSHRIRAMFIN25-JUL-2024,2853.5000000,2850.2500000,2859.5000000,2778.3500000,2791.5500000,2791.5500000,-2.1700000,24770.0000000,1593000.0000000,5310.0000000,4472837145.0000000
FUTSTKCIPLA25-JUL-2024,1511.3000000,1509.1500000,1509.1500000,1480.0500000,1484.6500000,1484.6500000,-1.7600000,14430.0000000,2278900.0000000,3506.0000000,3395901957.5000000
FUTSTKAUROPHARMA26-SEP-2024,1352.9000000,1344.8500000,1360.6500000,1344.8000000,1346.5000000,1346.5000000,-0.4700000,65.0000000,20900.0000000,38.0000000,28299150.0000000
FUTSTKESCORTS25-JUL-2024,4005.1500000,4005.1500000,4028.9000000,3914.0000000,3923.3500000,3923.3500000,-2.0400000,4833.0000000,731225.0000000,2659.0000000,2898382107.5000000
FUTSTKSBICARD29-AUG-2024,726.6000000,727.4000000,727.4000000,712.0000000,713.8000000,713.8000000,-1.7600000,5610.0000000,2186400.0000000,2733.0000000,1568636480.0000000
FUTSTKBAJAJ-AUTO26-SEP-2024,9754.3000000,9780.0000000,9780.0000000,9486.9500000,9506.0500000,9506.0500000,-2.5400000,183.0000000,5175.0000000,69.0000000,49711871.2500000
FUTSTKLTTS29-AUG-2024,4681.1000000,4689.6500000,4884.9500000,4689.6500000,4786.4500000,4786.4500000,2.2500000,5975.0000000,1186100.0000000,11861.0000000,5676561470.0000000
FUTSTKPIIND29-AUG-2024,3926.5500000,3930.8000000,3935.4000000,3836.1000000,3847.5500000,3847.5500000,-2.0100000,717.0000000,189250.0000000,757.0000000,733107750.0000000
FUTSTKIPCALAB26-SEP-2024,1224.6000000,1208.0000000,1208.0000000,1195.0000000,1194.8000000,1194.8000000,-2.4300000,36.0000000,8450.0000000,13.0000000,10177927.5000000
FUTSTKDIXON29-AUG-2024,12056.9000000,11984.7000000,11984.7000000,11315.1000000,11367.4000000,11367.4000000,-5.7100000,2997.0000000,442700.0000000,4427.0000000,5108007355.0000000
FUTSTKMFSL25-JUL-2024,1037.6500000,1022.9000000,1036.0000000,1006.0000000,1011.7000000,1011.7000000,-2.5000000,4444.0000000,1448000.0000000,1810.0000000,1473358720.0000000
FUTSTKJSWSTEEL25-JUL-2024,931.4000000,926.7000000,926.7000000,888.6000000,890.5000000,890.5000000,-4.3900000,24310.0000000,8974125.0000000,13295.0000000,8117582973.7500000
FUTSTKAPOLLOHOSP26-SEP-2024,6594.7000000,6516.0000000,6516.0000000,6450.0000000,6458.1000000,6458.1000000,-2.0700000,41.0000000,1375.0000000,11.0000000,8911043.7500000
FUTSTKUNITDSPR26-SEP-2024,1317.8000000,1309.0000000,1331.1000000,1309.0000000,1324.0000000,1315.8000000,-0.1500000,67.0000000,9800.0000000,14.0000000,12988010.0000000
FUTSTKACC26-SEP-2024,2728.0000000,2681.3000000,2686.5000000,2638.7000000,2654.0000000,2654.0000000,-2.7100000,69.0000000,7200.0000000,24.0000000,19122345.0000000
FUTSTKMOTHERSON29-AUG-2024,205.7700000,206.7500000,206.7600000,192.4100000,193.1600000,193.1600000,-6.1200000,2782.0000000,25084300.0000000,3533.0000000,4944115459.0000000
FUTSTKCANFINHOME26-SEP-2024,888.2000000,872.0000000,873.7000000,858.2500000,858.2500000,861.1000000,-3.0500000,38.0000000,17550.0000000,18.0000000,15248171.2500000
FUTSTKNESTLEIND29-AUG-2024,2651.7500000,2653.9000000,2665.0000000,2608.0000000,2618.0500000,2618.0500000,-1.2700000,3483.0000000,446600.0000000,2233.0000000,1176349770.0000000
FUTSTKSHRIRAMFIN29-AUG-2024,2872.0500000,2848.6500000,2878.0500000,2796.8500000,2811.6000000,2811.6000000,-2.1000000,2045.0000000,464100.0000000,1547.0000000,1312899405.0000000
FUTSTKPVRINOX26-SEP-2024,1397.6500000,1397.6500000,1410.0000000,1376.6500000,1387.0000000,1387.0000000,-0.7600000,427.0000000,25234.0000000,62.0000000,35250921.2000000
FUTSTKBANDHANBNK26-SEP-2024,197.9000000,194.5100000,195.5000000,191.0000000,192.0100000,192.0100000,-2.9700000,460.0000000,53200.0000000,19.0000000,10251724.0000000
FUTSTKNAVINFLUOR29-AUG-2024,3691.9500000,3667.1000000,3680.2500000,3563.2000000,3574.9500000,3574.9500000,-3.1600000,3327.0000000,283500.0000000,1620.0000000,1021188201.2500000
FUTSTKEXIDEIND25-JUL-2024,554.2000000,553.4000000,563.9500000,536.7500000,539.1500000,539.1500000,-2.7100000,13023.0000000,12121200.0000000,6734.0000000,6662351430.0000000
FUTSTKIRCTC25-JUL-2024,1011.1000000,1015.1000000,1016.3000000,984.1500000,988.1000000,988.1000000,-2.2700000,20560.0000000,6696375.0000000,7653.0000000,6667778337.5000000
FUTSTKCOFORGE26-SEP-2024,5899.0500000,5948.0000000,5996.0000000,5825.1500000,5838.7000000,5838.7000000,-1.0200000,143.0000000,10500.0000000,70.0000000,62065417.5000000
FUTSTKBEL26-SEP-2024,318.2500000,314.5500000,320.6000000,309.5000000,310.3000000,310.3000000,-2.4900000,1216.0000000,1254000.0000000,440.0000000,392503710.0000000
FUTSTKSBICARD26-SEP-2024,725.5000000,723.3500000,724.8500000,710.3500000,712.4500000,712.4500000,-1.7900000,1109.0000000,267200.0000000,334.0000000,191516600.0000000
FUTIDXBANKNIFTY31-JUL-2024,52670.3500000,52535.0000000,52640.0000000,52131.9500000,52270.6500000,52270.6500000,-0.7500000,129783.0000000,2216475.0000000,147765.0000000,116024355186.7500000
FUTSTKULTRACEMCO25-JUL-2024,11684.3000000,11684.3000000,11684.3000000,11237.6000000,11275.5000000,11275.5000000,-3.4900000,20507.0000000,1923700.0000000,19237.0000000,21898936700.0000000
FUTSTKRBLBANK29-AUG-2024,244.6500000,242.1000000,245.2000000,239.3000000,241.2000000,241.2000000,-1.4100000,5034.0000000,707500.0000000,283.0000000,172014250.0000000
FUTSTKPOWERGRID25-JUL-2024,342.1500000,337.6000000,342.6000000,332.0000000,332.8500000,332.8500000,-2.7100000,16925.0000000,23590800.0000000,6553.0000000,7927039260.0000000
FUTSTKBANDHANBNK29-AUG-2024,196.5200000,194.5200000,195.6800000,190.1000000,191.2600000,191.2600000,-2.6700000,11860.0000000,554400.0000000,198.0000000,106587432.0000000
FUTSTKTITAN29-AUG-2024,3286.7000000,3286.7000000,3304.4000000,3265.0000000,3278.2000000,3278.2000000,-0.2500000,7752.0000000,646800.0000000,3696.0000000,2125153966.2500000
FUTSTKINDHOTEL25-JUL-2024,584.0500000,584.8000000,584.8000000,572.3500000,578.1500000,578.1500000,-1.0100000,19574.0000000,8597000.0000000,8597.0000000,4966514650.0000000
FUTSTKGUJGASLTD25-JUL-2024,635.9500000,637.3500000,637.3500000,614.3500000,620.1000000,620.1000000,-2.4900000,6154.0000000,4115000.0000000,3292.0000000,2569269875.0000000
FUTSTKTVSMOTOR25-JUL-2024,2413.8500000,2417.7000000,2418.4000000,2372.3500000,2401.8000000,2401.8000000,-0.4900000,12785.0000000,1369550.0000000,3913.0000000,3279448480.0000000
FUTSTKCUMMINSIND29-AUG-2024,3809.5500000,3818.2500000,3853.2000000,3577.0000000,3585.6000000,3585.6000000,-5.8700000,1525.0000000,592500.0000000,1975.0000000,2169900825.0000000
FUTSTKLTF29-AUG-2024,185.9500000,185.6600000,186.0600000,175.9100000,176.9700000,176.9700000,-4.8200000,6678.0000000,10958672.0000000,2456.0000000,1971732902.0400000
FUTSTKPIDILITIND26-SEP-2024,3238.4000000,3246.7000000,3252.0000000,3156.0000000,3166.5000000,3166.5000000,-2.2200000,20.0000000,2500.0000000,10.0000000,7996750.0000000
FUTSTKABCAPITAL26-SEP-2024,225.8700000,225.8700000,225.8700000,218.6000000,218.9000000,218.9000000,-3.0800000,101.0000000,199800.0000000,37.0000000,44201808.0000000
FUTSTKAARTIIND29-AUG-2024,709.3500000,708.8500000,708.8500000,673.0000000,675.5000000,675.5000000,-4.7700000,2749.0000000,3190000.0000000,3190.0000000,2192668950.0000000
FUTSTKMANAPPURAM26-SEP-2024,230.5900000,229.3200000,229.3900000,219.0000000,219.1200000,219.1200000,-4.9700000,73.0000000,93000.0000000,31.0000000,20761230.0000000
FUTSTKDALBHARAT26-SEP-2024,1949.8000000,1953.0000000,1953.0000000,1831.0000000,1838.5000000,1838.5000000,-5.7000000,101.0000000,35750.0000000,130.0000000,66897778.7500000
FUTSTKLUPIN25-JUL-2024,1823.4000000,1815.9000000,1825.1500000,1780.5500000,1785.4000000,1785.4000000,-2.0800000,22919.0000000,2360025.0000000,5553.0000000,4234653590.0000000
FUTSTKHEROMOTOCO25-JUL-2024,5520.2000000,5535.2000000,5535.2000000,5376.2500000,5427.7500000,5427.7500000,-1.6700000,24922.0000000,855450.0000000,5703.0000000,4646237235.0000000
FUTSTKRECLTD25-JUL-2024,611.9500000,609.6000000,622.0000000,597.3000000,599.0500000,599.0500000,-2.1000000,24042.0000000,27172000.0000000,13586.0000000,16492652300.0000000
FUTSTKCANBK26-SEP-2024,117.6200000,116.5600000,117.3400000,114.1200000,114.5300000,114.5300000,-2.6200000,322.0000000,634500.0000000,94.0000000,73298992.5000000
FUTSTKATUL29-AUG-2024,7186.1500000,7185.2000000,7198.6000000,6918.8000000,7020.5500000,7020.5500000,-2.3000000,2915.0000000,474800.0000000,4748.0000000,3349258635.0000000
FUTSTKLAURUSLABS29-AUG-2024,460.9000000,460.9000000,461.6000000,442.0000000,443.3500000,443.3500000,-3.8000000,1544.0000000,2113100.0000000,1243.0000000,949598665.0000000
FUTSTKUNITDSPR25-JUL-2024,1300.8000000,1299.1000000,1315.9500000,1288.2000000,1300.7500000,1300.7500000,0.0000000,17193.0000000,5701500.0000000,8145.0000000,7443555630.0000000
FUTSTKGRANULES29-AUG-2024,521.0000000,521.1000000,521.1500000,502.6500000,504.9000000,504.9000000,-3.0900000,386.0000000,768000.0000000,384.0000000,393283000.0000000
FUTSTKAUROPHARMA29-AUG-2024,1346.0500000,1328.0000000,1360.5000000,1328.0000000,1340.0500000,1340.0500000,-0.4400000,1810.0000000,1048850.0000000,1907.0000000,1412642275.0000000
FUTSTKABB29-AUG-2024,7950.4000000,7981.9000000,7998.7500000,7663.2500000,7676.5000000,7676.5000000,-3.4400000,1980.0000000,233000.0000000,1864.0000000,1804558243.7500000
FUTSTKTCS26-SEP-2024,4361.5500000,4393.0000000,4409.4500000,4334.7500000,4356.2500000,4356.2500000,-0.1200000,486.0000000,31500.0000000,180.0000000,137831400.0000000
FUTSTKTATACOMM26-SEP-2024,1899.3000000,1897.5000000,1905.0000000,1808.0000000,1808.8500000,1808.8500000,-4.7600000,80.0000000,23500.0000000,47.0000000,43017250.0000000
FUTSTKAPOLLOTYRE26-SEP-2024,554.7500000,546.4000000,549.2500000,512.2500000,523.5500000,523.5500000,-5.6200000,76.0000000,200600.0000000,118.0000000,105562860.0000000
FUTSTKHCLTECH29-AUG-2024,1593.4500000,1604.7500000,1613.7500000,1588.0500000,1591.5500000,1591.5500000,-0.1100000,4809.0000000,1582000.0000000,4520.0000000,2531565540.0000000
FUTSTKTITAN26-SEP-2024,3309.5500000,3290.0000000,3325.0000000,3290.0000000,3299.7500000,3299.7500000,-0.2900000,675.0000000,37275.0000000,213.0000000,123472387.5000000
FUTSTKCANBK29-AUG-2024,116.8900000,115.9100000,117.6900000,113.3000000,113.8200000,113.8200000,-2.6200000,6949.0000000,32683500.0000000,4842.0000000,3758348565.0000000
FUTSTKRECLTD29-AUG-2024,613.9500000,608.9000000,624.2500000,599.2000000,600.8000000,600.8000000,-2.1400000,4455.0000000,9744000.0000000,4872.0000000,5929013900.0000000
FUTSTKAPOLLOHOSP25-JUL-2024,6518.4500000,6448.8000000,6529.3500000,6366.0000000,6381.8000000,6381.8000000,-2.0900000,11326.0000000,388000.0000000,3104.0000000,2489728000.0000000
FUTSTKCANFINHOME29-AUG-2024,883.3500000,882.7000000,885.8000000,849.0000000,853.7000000,853.7000000,-3.3500000,742.0000000,818025.0000000,839.0000000,705291746.2500000
FUTSTKCOROMANDEL29-AUG-2024,1575.7500000,1570.0000000,1583.2500000,1537.0000000,1567.0500000,1567.0500000,-0.5500000,1968.0000000,394800.0000000,564.0000000,617314985.0000000
FUTSTKM&M25-JUL-2024,2819.9500000,2810.7000000,2822.0000000,2749.2500000,2752.8000000,2752.8000000,-2.3800000,36656.0000000,3265500.0000000,9330.0000000,9077111697.5000000
FUTSTKUBL25-JUL-2024,2086.7500000,2076.1000000,2097.5500000,2027.9500000,2033.7500000,2033.7500000,-2.5300000,5575.0000000,844400.0000000,2111.0000000,1734825040.0000000
FUTSTKZYDUSLIFE25-JUL-2024,1186.5000000,1174.2000000,1174.2500000,1138.7500000,1145.8500000,1145.8500000,-3.4200000,17001.0000000,5506200.0000000,6118.0000000,6365978730.0000000
